exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
618,intermediate-0618,intermediate,"Mikhail Tal - Alexander Shabalov, Jurmala 1985","[""Nxe6"", ""fxe6"", ""Rxd2"", ""Bxd2+""]",4,medium,296
619,intermediate-0619,intermediate,"Zoltan Ribli - Mikhail Tal, Montpellier 1985","[""Rxf3"", ""Nxf3"", ""Kxf3"", ""Qd3+""]",4,medium,296
620,intermediate-0620,intermediate,"Mikhail Tal - Lembit Oll, Riga 1986","[""c5"", ""Ne6"", ""Nxc5"", ""Qxc5"", ""Ne6#""]",5,medium,296
621,intermediate-0621,intermediate,"Mikhail Tal - Ovidiu Foisor, Tbilisi 1986","[""e5"", ""Nd5"", ""Bxg2"", ""exf6+""]",4,medium,296
622,intermediate-0622,intermediate,"Mikhail Tal - Miguel Quinteros, Santiago del Estero (blitz) 1987","[""Rxf5"", ""gxf5"", ""Nce4"", ""fxe4"", ""Rf1""]",5,medium,296
623,intermediate-0623,intermediate,"Mikhail Tal - Johann Hjartarson, Reykjavik 1987","[""Ncxe5"", ""Rxa8"", ""Nxa8"", ""Ncxe5"", ""dxe5"", ""Qxe5+"", ""Kf8"", ""d6"", ""Qd1+"", ""dxe5"", ""Qxe5+"", ""Nf6"", ""Kf7"", ""Ng5#"", ""Qe7+""]",15,low,296
624,intermediate-0624,intermediate,"Mikhail Tal - Eduard Meduna, Germany 1989","[""Nxf7"", ""Bxe6"", ""fxe6"", ""Nxe6"", ""Kxf7"", ""Qc7"", ""Bxe6"", ""Rxe6""]",8,medium,297
625,intermediate-0625,intermediate,"Soenke Maus - Mikhail Tal, Germany 1990","[""Nbxd5"", ""Nfxd5"", ""exd5"", ""Nxd5"", ""Qd6"", ""Nxf6+"", ""Qxf6"", ""Qxd7+""]",8,medium,297
626,intermediate-0626,intermediate,"Mikhail Tal - Vladimir Akopian, Barcelona 1992","[""Qe5+"", ""Rg7"", ""Rd8+"", ""Rxd8"", ""Qxc3+""]",5,medium,297
627,intermediate-0627,intermediate,"Malashkhia - Tigran Petrosian, Tbilisi 1944","[""f6"", ""Bxf6"", ""Nxf6"", ""Nd5"", ""Qxa2"", ""Nxe7+"", ""Kh8"", ""Bxf6""]",8,medium,297
628,intermediate-0628,intermediate,"Agamalian - Tigran Petrosian, Tbilisi 1944","[""Nxb3"", ""Bb2"", ""Bxb3"", ""Bxf3+""]",4,medium,297
629,intermediate-0629,intermediate,"Yury Vasilchuk - Tigran Petrosian, Leningrad 1945","[""Qxg8"", ""Nxg8"", ""h7+""]",3,medium,297
630,intermediate-0630,intermediate,"Palavandishvili - Tigran Petrosian, Tbilisi 1945","[""Nb4"", ""Qb3"", ""cxb4"", ""Rac8""]",4,medium,297
631,intermediate-0631,intermediate,"Nersesov - Tigran Petrosian, Tbilisi 1945","[""Rab8"", ""Ne4"", ""Rxd5"", ""Rc2"", ""Nxg3+""]",5,medium,298
632,intermediate-0632,intermediate,"Nikolay Grigoriev - Tigran Petrosian, Tbilisi 1945","[""Rxe5+"", ""g6"", ""Kf1"", ""Kd1"", ""Qxf2"", ""Qxb3"", ""Qe2+"", ""Kc1"", ""Rc5+"", ""Qc4"", ""Rxc4+""]",11,medium,298
633,intermediate-0633,intermediate,"Kristaps Smilga - Tigran Petrosian, Leningrad 1946","[""Rxa2"", ""Qxa2"", ""b3"", ""Qb2"", ""bxc2"", ""Qxc2"", ""Kg1"", ""Qxd4"", ""cxd4"", ""c1=Q+"", ""Re1"", ""Qd3"", ""Qxd4""]",13,low,298
634,intermediate-0634,intermediate,"Tigran Petrosian - Yuri Kotkov, Leningrad 1946","[""Rxd7"", ""Nfe5"", ""Bxe5"", ""Nxe5"", ""Rxc2"", ""Bxc2"", ""Qc7"", ""Nxd7"", ""Rd8"", ""Nc5"", ""Qxd7"", ""Nb6"", ""Nce5"", ""Rxc2"", ""Qc7"", ""Nxc8+""]",16,low,298
635,intermediate-0635,intermediate,"Tigran Petrosian - Genrikh Kasparian, Yerevan (1) 1946","[""Rxh3+"", ""Nxb1"", ""Qxa7"", ""Rxh3+"", ""Qb2"", ""Qb3"", ""Bb4"", ""Kxh3"", ""Rh8+"", ""Kg3"", ""Qb3+"", ""Kg4"", ""Qd1+"", ""Nxd2"", ""Qa5"", ""Kb8"", ""Qc7+"", ""Kg3"", ""gxh3"", ""Kxh3"", ""Qf5+""]",21,low,298
636,intermediate-0636,intermediate,"Tigran Petrosian - Manoian, Yerevan 1948","[""Qg7"", ""Kg8""]",2,medium,298
637,intermediate-0637,intermediate,"Alexander Kotov - Tigran Petrosian, Moscow 1949","[""Bxe7"", ""Qxe7"", ""Kxe7"", ""Nxe4"", ""dxe4"", ""Qxe4+""]",6,medium,298
638,intermediate-0638,intermediate,"Tigran Petrosian - Alexey Sokolsky, Moscow 1949","[""Bxf7+"", ""Kxf7"", ""Qb3+"", ""Re6"", ""Qxd3""]",5,medium,299
639,intermediate-0639,intermediate,"Boris Ratner - Tigran Petrosian, Gorky 1950","[""Na4"", ""Bxd4"", ""Bxd4"", ""bxa4"", ""Qxb2"", ""Bxb2"", ""Bxd4""]",7,medium,299
640,intermediate-0640,intermediate,"Tigran Petrosian - Ratmir Kholmov, Vilnius 1951","[""Nxf2"", ""Rb7"", ""Kxf2"", ""Rxd1"", ""Qxd5"", ""Nxd1""]",6,medium,299
641,intermediate-0641,intermediate,"Herman Pilnik - Tigran Petrosian, Budapest 1952","[""Bxc6"", ""hxg4"", ""fxg4"", ""Bxc6"", ""Kg7"", ""Rxc6"", ""d7+""]",7,medium,299
642,intermediate-0642,intermediate,"Tigran Petrosian - Ludek Pachman, Saltsjobaden 1952","[""Qxg6"", ""Ne7+"", ""Qxe7"", ""Qxg6"", ""Qxg6"", ""Ne7+"", ""Kf7"", ""Nxg6"", ""Kxg6+""]",9,medium,299
643,intermediate-0643,intermediate,"Zdravko Milev - Tigran Petrosian, Bucharest 1953","[""Nxg3"", ""Ng5"", ""Nd2"", ""Rxe8+"", ""Nc3"", ""bxc3"", ""hxg3"", ""c2"", ""Rxe8"", ""hxg3"", ""Re1+"", ""Kh2"", ""Qe2+"", ""Kh3"", ""Rh1#""]",15,low,299
644,intermediate-0644,intermediate,"Laszlo Szabo - Tigran Petrosian, Zurich 1953","[""Bf6"", ""e5"", ""Bxe5""]",3,medium,299
645,intermediate-0645,intermediate,"Gideon Stahlberg - Tigran Petrosian, Zurich 1953","[""Bxh3"", ""Kxh3"", ""Nxe4"", ""Nxe4"", ""Qf5+"", ""Kh2"", ""Qxe4""]",7,medium,299
646,intermediate-0646,intermediate,"Mark Taimanov - Tigran Petrosian, Zurich 1953","[""Ba4"", ""g4"", ""g6"", ""Bd7"", ""Rd7+"", ""e6"", ""Rh3"", ""h6"", ""g6"", ""e6"", ""Qxe6"", ""Re1+"", ""Bd1"", ""Qxe6"", ""Qd8+"", ""Re1+"", ""Qe8"", ""Qxe8+"", ""Bxe8"", ""Bxe8+""]",20,low,300
647,intermediate-0647,intermediate,"Svetozar Gligoric - Tigran Petrosian, Belgrade 1954","[""Rxg5+"", ""Rxf6"", ""Kf7"", ""fxg5"", ""Qxf8#""]",5,medium,300
648,intermediate-0648,intermediate,"Tigran Petrosian - Pal Benko, Budapest 1955","[""Nxe5"", ""Qxe5"", ""Bg3"", ""Qe7"", ""e5"", ""Rd7"", ""Rxf6+""]",7,medium,300
649,intermediate-0649,intermediate,"Tigran Petrosian - Alexander Tolush, Riga 1958","[""Bf1"", ""Bh3"", ""Rd7"", ""Qf1"", ""g6"", ""Rxe4"", ""fxe4"", ""Bxd7"", ""Qxd7"", ""Qc4+"", ""Qf7"", ""Qxf7+"", ""Kxf7"", ""Rxc5"", ""Kh8"", ""Bc4+""]",16,low,300
650,intermediate-0650,intermediate,"Tigran Petrosian - Eduard Gufeld, Tbilisi 1959","[""Nxd5"", ""exd5"", ""Qxe8+""]",3,medium,300
651,intermediate-0651,intermediate,"Leonid Stein - Tigran Petrosian, Moscow 1961","[""Bxe6"", ""Rxf7"", ""Rxf7"", ""Bxe6"", ""Rxf1+"", ""Qxf1"", ""Qe7"", ""Bh5"", ""Nh8"", ""fxe6"", ""Nh8"", ""Qg4"", ""Qg4""]",13,low,300
652,intermediate-0652,intermediate,"Tigran Petrosian - Paul Keres, Zurich 1961","[""Qxd1"", ""Nf3+"", ""Rxf3"", ""Qxd1+"", ""Kg2"", ""Rxd1"", ""Nf3+"", ""Kg2"", ""Nxh4+"", ""Bxh4""]",10,medium,300
653,intermediate-0653,intermediate,"Semen Furman - Tigran Petrosian, Moscow 1961","[""Nxh3+"", ""gxh3"", ""Kh2"", ""Nxf2"", ""Nf3+"", ""Kh1"", ""Nxe1""]",7,medium,300
654,intermediate-0654,intermediate,"Tigran Petrosian - Georgi Ilivitzki, Moscow) 1964","[""Nxg7"", ""Kxg7"", ""g5+""]",3,medium,301
655,intermediate-0655,intermediate,"Tigran Petrosian - Leonid Stein, Moscow 1967","[""Nxe5"", ""Nh2"", ""Ng4"", ""Qh3"", ""Ng4"", ""Bxg4"", ""fxg4"", ""Nxd7""]",8,medium,301
656,intermediate-0656,intermediate,"Tigran Petrosian - Aron Reshko, Leningrad 1967","[""Rxg6+"", ""Rxd2"", ""Qxd2"", ""Rxg6+"", ""fxg6"", ""Kf8"", ""Rxh6"", ""Rg8+"", ""Kxg8"", ""Qg4+"", ""Kf8"", ""Qxc8+"", ""Ke7"", ""Rf1"", ""Qb7+"", ""Kh8"", ""Kg8"", ""Bb3+"", ""Qxc8+""]",19,low,301
657,intermediate-0657,intermediate,"Tigran Petrosian - Jonathan Penrose, Palma de Mallorca 1969","[""Ne7+"", ""Qb5+"", ""Qxe7"", ""Qa6+"", ""Kg7"", ""Qxc8+""]",6,medium,301
658,intermediate-0658,intermediate,"Tigran Petrosian - Boris Spassky, Moscow (4) 1969","[""Bd3"", ""Nf5"", ""Qc3"", ""Qh4"", ""Kg1"", ""Bxf1"", ""Rc8"", ""Kxf1"", ""Qh3+"", ""Kf2"", ""Qg2#"", ""Nxf1"", ""Ne2+"", ""Bb5""]",14,low,301
659,intermediate-0659,intermediate,"Tigran Petrosian - Vladimir Savon, Moscow 1969","[""e5""]",1,medium,301
660,intermediate-0660,intermediate,"Lev Polugaevsky - Tigran Petrosian, Soviet Union 1970","[""Bxd2"", ""Qxd2"", ""Qxg3+"", ""Rxe4"", ""Kxg3"", ""Nxe4+"", ""Kf4"", ""Nxd2""]",8,medium,301
661,intermediate-0661,intermediate,"Rudolf Maric - Tigran Petrosian, Vinkovci 1970","[""Bxf7"", ""Rxf7"", ""Ne6+"", ""Kg8"", ""Nxc7+""]",5,medium,302
662,intermediate-0662,intermediate,"Tigran Petrosian - Anthony Saidy, San Antonio 1972","[""Bd3"", ""Qd5"", ""Bh7+"", ""Kxh7"", ""Rxd5+""]",5,medium,302
663,intermediate-0663,intermediate,"Tigran Petrosian - Miguel Quinteros, Manila 1974","[""f4"", ""gxf4"", ""gxf4"", ""Bb2"", ""Rxd6"", ""Bxb2"", ""Qxb2"", ""Rxd6"", ""Qb1+"", ""Kh2"", ""Qxf5"", ""Rxh6+"", ""Re8"", ""Qxd6"", ""Bxc5+""]",15,low,302
664,intermediate-0664,intermediate,"Tigran Petrosian - Radolfo Cardoso, Manila 1974","[""Rh7+"", ""Qh6+"", ""Kf7"", ""Qh7+"", ""Ke6"", ""Kxh7"", ""Nxf6+"", ""Kg7"", ""Nxg4+""]",9,medium,302
665,intermediate-0665,intermediate,"Tigran Petrosian - Bukhuti Gurgenidze, Riga 1975","[""Nxd6"", ""hxg5"", ""Qxd6"", ""Bxe7"", ""Qxe7"", ""d6+"", ""Qf7"", ""Bd5+""]",8,medium,302
666,intermediate-0666,intermediate,"Tigran Petrosian - Nigel Short, London (simul) 1978","[""Rxg6"", ""Nxg6"", ""Rxf6"", ""Bxf6"", ""Bxg6"", ""Qh5"", ""Bxg6"", ""Nxg6"", ""Nxg6"", ""Bxd4+""]",10,medium,302
667,intermediate-0667,intermediate,"Gerardo Lebredo Zarragoitia - Tigran Petrosian, Vilnius 1978","[""Ng4+"", ""hxg4"", ""Rf1""]",3,medium,302
668,intermediate-0668,intermediate,"Lev Polugaevsky - Tigran Petrosian, Kislovodsk 1982","[""Nd5"", ""exd5"", ""Qxd6"", ""Nf6+""]",4,medium,302
