exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
764,intermediate-0764,intermediate,"Alexander Morozevich - Anatoly Karpov, Moscow (rapid) 1992","[""f5"", ""Bf3"", ""e5"", ""dxe5"", ""hxg6"", ""exf4""]",6,medium,316
765,intermediate-0765,intermediate,"Ljubomir Ljubojevic - Anatoly Karpov, Linares 1993","[""Re1+"", ""Nxe1"", ""Rf1"", ""Rxf1+"", ""Kxf1"", ""Qxh2""]",6,medium,316
766,intermediate-0766,intermediate,"Anatoly Karpov - Judit Polgar, Las Palmas 1994","[""h5"", ""Ne7"", ""gxh5"", ""Be4+""]",4,medium,316
767,intermediate-0767,intermediate,"Anatoly Karpov - Ivan Morovic Fernandez, Las Palmas 1994","[""Rh8+"", ""Kxh8"", ""Qh1+"", ""Kg8"", ""Bxf6"", ""Qxg3+"", ""Qxf6"", ""Qh7+"", ""Kf8"", ""Qh8#""]",10,medium,316
768,intermediate-0768,intermediate,"Anatoly Karpov - Kiril Georgiev, Tilburg 1994","[""Re8"", ""Nxf7"", ""Qb7"", ""Nd8+"", ""Qd5"", ""Qxd6"", ""Rxe8"", ""Qxf7+"", ""Kh8"", ""Rxe8+""]",10,medium,317
769,intermediate-0769,intermediate,"Ulf Andersson - Anatoly Karpov, Nykoping (rapid 2) 1995","[""d5"", ""Nfxd5"", ""Nbxd5"", ""Nxd5"", ""Bxd5"", ""Nxd5"", ""Bxd5"", ""Bxd5"", ""Nxd5"", ""Bxe7"", ""Qxe7"", ""Rxd5+"", ""Nxd5"", ""Bxe7"", ""Bxd5"", ""Nxd5"", ""Bxe7"", ""Nxc3"", ""Bxg5"", ""Nxb4+""]",20,low,317
770,intermediate-0770,intermediate,"Judit Polgar- Anatoly Karpov, Monte Carlo (rapid) 1996","[""Rdxe7"", ""Rexe7"", ""Bxe7"", ""Ne4"", ""Rxd7"", ""Nf6+"", ""Kf7"", ""Nxd7"", ""Kxe6"", ""Ra7"", ""Rxe7"", ""Bxe7"", ""Rxg6+"", ""Kf8"", ""Bg7+"", ""Kg8"", ""Bh6+"", ""Kh8"", ""Nf7+"", ""Kh7"", ""Rg7#""]",21,low,317
771,intermediate-0771,intermediate,"Alexander Onischuk - Anatoly Karpov, Biel 1996","[""Ne4"", ""Bxc5"", ""Re8+"", ""Rxe8"", ""Qxe8+"", ""Qg8"", ""Kg7"", ""Qe5+"", ""Kh6"", ""Qxc5+"", ""Qe5+"", ""Qg7"", ""Qe8+"", ""Nb1"", ""h3"", ""h4"", ""Re1"", ""Ng5""]",18,low,317
772,intermediate-0772,intermediate,"Anatoly Karpov - Peter Leko, Tilburg 1996","[""Rxh6"", ""Qxe7"", ""Bxh1"", ""Qxh6"", ""Qe3"", ""Qxe7"", ""Qf6"", ""Qxe4+""]",8,medium,317
773,intermediate-0773,intermediate,"Anatoly Karpov - Marcin Szymanski, Koszalin (simul) 1997","[""Nd3"", ""f4"", ""g4"", ""Rxd3"", ""f4"", ""g4"", ""Qxd3"", ""gxh5"", ""Re2"", ""Qh4"", ""Rxg2+"", ""h6"", ""Kxg2"", ""Qxf3+"", ""Kh2"", ""Qg2#""]",16,low,317
774,intermediate-0774,intermediate,"Valery Salov - Anatoly Karpov, Wijk aan Zee 1998","[""Nc4"", ""Rb8"", ""Qc7"", ""Qxb7"", ""Nd6+"", ""Qxb7"", ""Nd6+""]",7,medium,317
775,intermediate-0775,intermediate,"Vladimir Kramnik - Anatoly Karpov, Frankfurt 1999","[""Bxg7+"", ""Nf5"", ""Kxg7"", ""Nf5+"", ""exf5"", ""Rxe7"", ""Nxe7"", ""Qe2""]",8,medium,318
776,intermediate-0776,intermediate,"Alexei Shirov - Anatoly Karpov, Monte Carlo (blindfold) 2001","[""Qb1+"", ""exf6"", ""Nxf3+"", ""Kg2"", ""Nh4+"", ""Rxg7+"", ""Kxg7"", ""Bxh6+"", ""Kxh6"", ""Nf5"", ""f5"", ""Rxg7+"", ""Kxg7"", ""Bxh6+"", ""Kxh6"", ""Qxd1+""]",16,low,318
777,intermediate-0777,intermediate,"Judit Polgar - Anatoly Karpov, Hoogeveen 2003","[""Bxh7+"", ""Qh5"", ""f5"", ""Kxh7"", ""Qh5+"", ""Kg8"", ""Bxg7"", ""Kxg7"", ""f5"", ""Qg6+"", ""Rg3+"", ""Kf6"", ""Qg5#""]",13,low,318
778,intermediate-0778,intermediate,Andrei Istratescu - Anatoly Karpov Bucharest (3) 2005,"[""Bc5"", ""Rh8+"", ""Kf7"", ""Bd4"", ""Re1+"", ""Ka2"", ""Qxc2"", ""Re7"", ""Bxc5"", ""Qxg7#""]",10,medium,318
779,intermediate-0779,intermediate,"Judit Polgar - Anatoly Karpov, Moscow (blitz) 2009","[""Nxg3+"", ""Kg2"", ""fxg3"", ""Rxe3""]",4,medium,318
780,intermediate-0780,intermediate,"Anatoly Karpov - Arkadij Naiditsch, Kiev (rapid) 2013","[""Nxg3"", ""Qb6"", ""Rxb4"", ""fxg3"", ""e3"", ""Qxg3"", ""Rxb5""]",7,medium,318
781,intermediate-0781,intermediate,"Anatoly Karpov - Olav Sepp, Puhajarve (rapid) 2013","[""Nxf5"", ""Rxg7+"", ""Kxg7"", ""Nxf5+"", ""Rxf5"", ""Rxg7+"", ""Kxg7"", ""Qg4+""]",8,medium,318
782,intermediate-0782,intermediate,"Garry Kasparov - Walter Browne, Banja Luka 1979","[""Bh7+"", ""Kxh7"", ""Kf8"", ""Qh8#""]",4,medium,318
783,intermediate-0783,intermediate,"Garry Kasparov - Leonid Yurtaev, Moscow 1981","[""Rxe6"", ""Qh6"", ""Qf8"", ""fxe6"", ""Qh6+""]",5,medium,319
784,intermediate-0784,intermediate,"Garry Kasparov - Miguel Najdorf, Bugojno 1982","[""Nxg7"", ""Qh4"", ""g6"", ""Ne7+"", ""Bh6"", ""Re1+"", ""Bf1"", ""Ba6"", ""Nh6+"", ""Kh8"", ""Qf5"", ""g6"", ""Nxf7+"", ""Kg7"", ""Qd7"", ""Bc8"", ""Bxg7"", ""Bc8"", ""Ne6+"", ""Kh8"", ""Qf5"", ""Bh6""]",22,low,319
785,intermediate-0785,intermediate,"Matthias Wahls - Garry Kasparov, Hamburg (simul) 1985","[""Bxe5"", ""Re7+"", ""Kxd5"", ""Qxe2"", ""Qb1+"", ""Kg2+""]",6,medium,319
786,intermediate-0786,intermediate,"Garry Kasparov - Comp Meph Exclusive S, Hamburg (simul) 1985","[""Nf6+"", ""gxf6"", ""exf6"", ""Kh8"", ""Ne7"", ""Qg5+"", ""Ng6"", ""Qh6+""]",8,medium,319
787,intermediate-0787,intermediate,"Nigel Short - Garry Kasparov, Belfort 1988","[""Qb4"", ""Rxb2"", ""Kxb2"", ""e5"", ""Qxe5"", ""Ba3+"", ""Kb1"", ""Qxc3"", ""Rxd5+"", ""Rb4"", ""b3"", ""b2"", ""R1d3"", ""Rxb4"", ""Bxe3+"", ""Kb1"", ""Rxb4""]",17,low,319
788,intermediate-0788,intermediate,"Ljubomir Ljubojevic - Garry Kasparov, Belfort 1988","[""Bh3"", ""Qg1"", ""Qxh3"", ""Qxe1+""]",4,medium,319
789,intermediate-0789,intermediate,"Gata Kamsky - Garry Kasparov, New York 1989","[""Rf3"", ""Qc1"", ""gxf3"", ""gxf3+"", ""Kh1"", ""Qg2#""]",6,medium,319
790,intermediate-0790,intermediate,"Alexei Shirov - Garry Kasparov, Manila (ol) 1992","[""Bd4"", ""Qxe3"", ""Nxe3"", ""Bd4"", ""Rxd2"", ""Bxe3+"", ""Kh2"", ""Bxd2"", ""gxf3"", ""Rg3"", ""Qxg5"", ""Qxd4+"", ""Rxd4""]",13,low,319
791,intermediate-0791,intermediate,"Nigel Short - Garry Kasparov, London (rapid 2) 1993","[""e4"", ""Qxe4"", ""Rxe4"", ""Qxc3""]",4,medium,320
792,intermediate-0792,intermediate,"Garry Kasparov - Krystian Klimczok, Katowice (simul) 1993","[""f6"", ""gxf6"", ""Bxe3"", ""Qxe3+""]",4,medium,320
793,intermediate-0793,intermediate,"Garry Kasparov - Vassily Ivanchuk, Linares 1994","[""Re8"", ""Kf1"", ""Re5"", ""Qc6"", ""Bf3+"", ""Qh2+"", ""Rxe8"", ""Qxh6+""]",8,medium,320
794,intermediate-0794,intermediate,"Viswanathan Anand - Garry Kasparov, New York (11) 1995","[""Rxb4+"", ""Ka3"", ""Kc1"", ""Rxc2"", ""Rxc2"", ""Rb3+"", ""Ka2"", ""Re3+"", ""Kb2"", ""Rxe1""]",10,medium,320
795,intermediate-0795,intermediate,"Garry Kasparov - Yasser Seirawan, Amsterdam 1996","[""Nh5"", ""Rg8"", ""R6a7"", ""Nh5"", ""Qxg8"", ""Nf6+"", ""Kf7"", ""Nxg8"", ""Kxg8"", ""Qc7"", ""Qxh5"", ""Qe7#""]",12,medium,320
796,intermediate-0796,intermediate,"Garry Kasparov - Viswanathan Anand, Moscow (rapid) 1996","[""Bd8""]",1,medium,320
797,intermediate-0797,intermediate,"Garry Kasparov - Zbynek Hracek, Yerevan (ol) 1996","[""Bxd5"", ""Bd7"", ""Qxd5"", ""Qf4+""]",4,medium,320
798,intermediate-0798,intermediate,"Garry Kasparov - Jan Timman, Prague 1998","[""c4"", ""Bc6"", ""Rxd7"", ""Bxd7"", ""Nxf6+"", ""Kg7"", ""Nxd7+""]",7,medium,320
799,intermediate-0799,intermediate,"Garry Kasparov - Vladimir Kramnik, Moscow (blitz 1) 1998","[""d5"", ""Rxf5+"", ""Bxf5"", ""Nf7+"", ""Kf4"", ""Nxd8"", ""Ke4"", ""Nxc6"", ""Ne6"", ""Nc8"", ""Nxd4"", ""Nd6+"", ""Kd5"", ""Nxd4"", ""Kxd4"", ""Nxf5+"", ""Kxc5"", ""cxd5"", ""Nb7"", ""Re8"", ""c6""]",21,low,321
800,intermediate-0800,intermediate,Garry Kasparov - Vladimir Kramnik Moscow (blitz 18) 1998,"[""Nf4"", ""Bd7"", ""Bf7"", ""Rxg8"", ""Rxg8"", ""Rh1+"", ""Rxg5"", ""Rxe6+""]",8,medium,321
801,intermediate-0801,intermediate,"Vladimir Kramnik - Garry Kasparov, Moscow (blitz 19) 1998","[""f5"", ""Bxe5"", ""Qb7"", ""Qxa7"", ""exf5"", ""Rd6"", ""fxe6"", ""Rxe6"", ""Qxa7""]",9,medium,321
802,intermediate-0802,intermediate,"Garry Kasparov - Vladimir Kramnik, Frankfurt 1999","[""Rxd5"", ""exd5"", ""Qxf4"", ""Nxf4"", ""Rxd5"", ""Nxd5+""]",6,medium,321
803,intermediate-0803,intermediate,"Garry Kasparov - Jan Timman, Wijk aan Zee 2000","[""Kxd5"", ""g4+"", ""Ke5"", ""b6"", ""d2"", ""b7"", ""d1=Q"", ""b8=Q+"", ""Ke4"", ""d2"", ""g4+"", ""Kxg4"", ""Rc4+"", ""Kf5"", ""Rd4+""]",15,low,321
804,intermediate-0804,intermediate,"Thien Hai Dao - Garry Kasparov, Batumi (rapid) 2001","[""Rxe3+"", ""Qxe3"", ""Kxe3"", ""Re8+"", ""Kf4"", ""g5+"", ""Kf5"", ""Qxf3#""]",8,medium,321
805,intermediate-0805,intermediate,"Garry Kasparov- Ruslan Ponomariov, Linares 2002","[""Rxe6+"", ""Kxe6"", ""Qxe6"", ""Qg7+"", ""Qf7"", ""Qxf7#""]",6,medium,321
806,intermediate-0806,intermediate,"Alexander Huzman - Garry Kasparov, Rethymnon 2003","[""Rxd5"", ""Qe8"", ""Qxd5"", ""Ne7+""]",4,medium,321
807,intermediate-0807,intermediate,"Alexander Khalifman - Jaan Ehlvest, Lvov 1985","[""Bf5"", ""Rxd4"", ""Qxc2#"", ""Bxf5"", ""Qc7"", ""Rxd1+"", ""Kxd1+""]",7,medium,322
808,intermediate-0808,intermediate,"Yuri Balashov - Alexander Khalifman, Minsk 1985","[""Nhxf6"", ""Nxf6"", ""Nxd6+"", ""Kf8"", ""Nxb7+""]",5,medium,322
809,intermediate-0809,intermediate,"Alexander Khalifman - Vladimir Dimitrov, Groningen 1985","[""b4"", ""Bxd5"", ""Bxb5"", ""axb5"", ""Bxb5"", ""bxc5"", ""Bxa4"", ""Be2"", ""Re1"", ""Rd2"", ""bxc5"", ""Rxe2""]",12,medium,322
810,intermediate-0810,intermediate,"Alexander Khalifman - Adrian Mikhalchishin, Kuibyshev 1986","[""Nxf6"", ""Nxf5"", ""Rxf6"", ""Rxh7+"", ""Kxh7"", ""Qh4#""]",6,medium,322
811,intermediate-0811,intermediate,"Alexander Khalifman - Alexander Huzman, Tashkent 1987","[""Rg4"", ""b4"", ""Rg8"", ""Qxf7"", ""Bc5"", ""Rg8"", ""Rfg3"", ""Rxg4"", ""Bc5"", ""Qxh7+"", ""Kxh7"", ""Rh4#""]",12,medium,322
812,intermediate-0812,intermediate,"Alexander Khalifman - Mikhail Ulibin, Sochi 1989","[""Nxe6"", ""Qxe6"", ""Re1"", ""Qxe1+"", ""Qf7"", ""Re7"", ""Qg6"", ""Qd5+""]",8,medium,322
813,intermediate-0813,intermediate,"Alexander Khalifman - Ventzislav Inkiov, Moscow 1989","[""b4"", ""Ba7"", ""Rxd6"", ""Qxd6"", ""Rad8"", ""Rfd1"", ""Qxf6+"", ""Rg7"", ""Bxg7+"", ""Nxg7"", ""Qxd6+""]",11,medium,322
814,intermediate-0814,intermediate,"Ljubomir Ljubojevic - Alexander Khalifman, Reykjavik 1991","[""Qf3"", ""Qxd3"", ""Rxf2"", ""Bxf2"", ""Qxd3""]",5,medium,322
815,intermediate-0815,intermediate,"Alexander Khalifman - Bent Larsen, London 1991","[""Ne7+"", ""Kf7"", ""Kh5"", ""Ne4"", ""h3"", ""Nc6"", ""Ne4"", ""Rc8"", ""Rxd7+"", ""Ke8""]",10,medium,323
816,intermediate-0816,intermediate,"Alexander Khalifman - Ivan Sokolov, Wijk aan Zee 1991","[""Rxg6+"", ""Rgh3"", ""Bg7"", ""fxg7"", ""Rxc4"", ""Bf8"", ""Rch4"", ""Bg7"", ""Rxe5"", ""fxg6"", ""Rxh8+"", ""f7+"", ""Kxf7"", ""Bxh8"", ""Rxh8"", ""Rxh8"", ""Rxc3"", ""Kf7"", ""Kxh8"", ""f7+"", ""Rxe5"", ""f8=Q+""]",22,low,323
817,intermediate-0817,intermediate,"Alexander Khalifman- Yasser Seirawan, Wijk aan Zee 1991","[""Nh6+"", ""gxh6"", ""Kh8"", ""Qxf7"", ""Nxf7+"", ""Kg8"", ""Nh6+"", ""gxh6"", ""gxh6"", ""Bd6"", ""Qg8+"", ""Rxg8"", ""Nf7#""]",13,low,323
818,intermediate-0818,intermediate,"Alexander Khalifman - Soenke Maus, Hamburg 1991","[""Nh5"", ""Rxd3"", ""Nxd3"", ""Nh5"", ""Bxd4"", ""Qxd4"", ""gxh5"", ""Qxd3"", ""Rxe7"", ""Bxd4"", ""gxh5"", ""Rxd3"", ""Nb3"", ""Qg5+"", ""Nxd3"", ""Qg5+"", ""Kh8"", ""Bf6#""]",18,low,323
819,intermediate-0819,intermediate,"Gerald Hertneck - Alexander Khalifman, Germany 1992","[""Nxg2"", ""Bxh3"", ""gxh3"", ""Qg5+"", ""Qg4+"", ""Kxg2"", ""Bxh3+"", ""Kg3"", ""Kg1"", ""Qg5+"", ""Kh2"", ""Qg2#""]",12,medium,323
820,intermediate-0820,intermediate,"Dmitry Gurevich - Alexander Khalifman, Moscow (rapid) 1992","[""Qb7"", ""c6"", ""Qxb2"", ""Qxb2"", ""Rd8+"", ""Nxd8"", ""Qxb2"", ""Rxb2"", ""Rd8+"", ""Nxd8"", ""Kh7"", ""Rxa8+"", ""c7+"", ""Rb1+"", ""Nf1"", ""Rd1"", ""c8=Q"", ""Bb7"", ""Qc2"", ""Rd5"", ""Nxg6"", ""Nxd4""]",22,low,323
821,intermediate-0821,intermediate,"Alexander Khalifman - Oswald Gschnitzer, Germany 1993","[""Nh5"", ""gxh5"", ""Qh6""]",3,medium,323
822,intermediate-0822,intermediate,"Alexander Khalifman - Grigory Serper, St Petersburg 1994","[""Bxd7"", ""Nxe5"", ""Qxe5"", ""d6"", ""cxd6"", ""Nxd7"", ""Rxd7"", ""Nxe5"", ""Qxe5"", ""Qxd7+""]",10,medium,324
823,intermediate-0823,intermediate,"Dirk Fehmer - Alexander Khalifman, Eupen 1994","[""Bh3"", ""f3"", ""Qc2"", ""gxh3"", ""Nf3+""]",5,medium,324
824,intermediate-0824,intermediate,"Alexander Khalifman - Norbert Sehner, Germany 1994","[""Nf5+"", ""Kg6"", ""Rxg7+""]",3,medium,324
825,intermediate-0825,intermediate,"Alexander Khalifman - Valerij Filippov, Kazan 1995","[""Ne4""]",1,medium,324
826,intermediate-0826,intermediate,"Alexander Khalifman - Evgeny Bareev, Moscow 1995","[""c6"", ""e7"", ""Qa7"", ""Nxc6"", ""Qxc6"", ""Qxc6"", ""Bxd5"", ""exd5+""]",8,medium,324
827,intermediate-0827,intermediate,"Helmut Pfleger, - Alexander Khalifman Germany 1996","[""c6"", ""bxc6"", ""Bxb4"", ""cxd7""]",4,medium,324
828,intermediate-0828,intermediate,"Valery Loginov - Alexander Khalifman, St Petersburg 1996","[""Ba2"", ""Rxa2"", ""Rxb1+""]",3,medium,324
829,intermediate-0829,intermediate,"Alexander Khalifman - Thomas Casper, Germany 1997","[""Nxd6"", ""Qf4+"", ""Nxd6"", ""Qxg7#""]",4,medium,324
830,intermediate-0830,intermediate,"Alexander Khalifman - Alexander Fishbein, New York 1998","[""Rxd2"", ""Rxd2"", ""Nh6+"", ""Kh8"", ""Rf7"", ""Rd7"", ""Bg7#""]",7,medium,324
831,intermediate-0831,intermediate,"Michael Unger - Alexander Khalifman, Bad Wiessee 1998","[""Bxf2+"", ""Kg2"", ""Kh1"", ""Qf1#"", ""Rxf2"", ""Qxe4"", ""Be3+""]",7,medium,325
832,intermediate-0832,intermediate,"Alexander Huzman - Alexander Khalifman, Bugojno 1999","[""f5"", ""exf5"", ""Rg1"", ""Nf4"", ""Rg8"", ""Bxg6+"", ""Rxg6"", ""Re7+""]",8,medium,325
833,intermediate-0833,intermediate,"Alexander Khalifman - Peter Acs, Hoogeveen 2002","[""Rxg2+"", ""axb6"", ""Nb5"", ""Qg4"", ""Qxg4"", ""Rxg4"", ""Nf3+"", ""Kf1"", ""Rxg2"", ""Qxf3"", ""Rxf3"", ""Rxd4"", ""Kxg2"", ""Qg7+"", ""Kh2"", ""Kh1"", ""Rh3#""]",17,low,325
834,intermediate-0834,intermediate,"Alexander Khalifman - Gabriel Sargissian, Internet 2004","[""Rxc5"", ""Nc7"", ""Qxc7"", ""Rxc5"", ""Qxc5"", ""Qxf7+"", ""Kh6"", ""Qxc5"", ""Qf6+"", ""Kg8"", ""Kh6"", ""Re4+""]",12,medium,325
835,intermediate-0835,intermediate,"Alexander Khalifman - Ernesto Inarkiev, Khanty-Mansiysk (3) 2005","[""Nxd5"", ""Rxf3"", ""Kxf3"", ""Nxd5+"", ""Ke2"", ""Qxe6"", ""exd5"", ""Rf2"", ""exd5"", ""Qxf3+""]",10,medium,325
836,intermediate-0836,intermediate,"Valerij Popov - Alexander Khalifman, Aix les Bains 2011","[""Neg4+"", ""Nfg4+"", ""Kg1"", ""Nxe3"", ""fxe3"", ""hxg4"", ""Kg1"", ""Nxe3"", ""fxe3""]",9,medium,325
837,intermediate-0837,intermediate,"Alexander Khalifman - Ilya Duzhakov, St Petersburg 2012","[""e4"", ""g4"", ""hxg4"", ""hxg4"", ""Bxd5"", ""Rxd5"", ""Nh4"", ""Ng7"", ""Bxc5"", ""exf5+"", ""bxc5"", ""Ng7"", ""Nf6+"", ""Nxe7+"", ""Bxe7"", ""Qxe7"", ""Bxd6+""]",17,low,326
838,intermediate-0838,intermediate,"Alexander Khalifman - Konstantin Kostin, Voronezh 2014","[""f2"", ""Qxg5"", ""Bf2"", ""Bxf2"", ""Qxf2"", ""Rxh1"", ""Qf3+"", ""Kc2"", ""Qxh1""]",9,medium,326
839,intermediate-0839,intermediate,"Alexander Khalifman - Sergey Grishchenko, Sochi 2014","[""Nxc6"", ""Ne6"", ""Nxe6"", ""Nf5"", ""Nxf5"", ""Qxg7+"", ""Kxg7"", ""Nf5+"", ""Kg8"", ""Nxh6#"", ""Kg6"", ""Nxe7+"", ""Kf7"", ""Nxd6+"", ""Ke6"", ""Qxg4"", ""Rf7"", ""Nxe7+"", ""Kf7"", ""hxg4"", ""Kxe7"", ""Nd3"", ""Nf5"", ""Bxg7""]",24,low,326
840,intermediate-0840,intermediate,"Veselin Topalov - Vladimir Kramnik, Belgrade 1995","[""Bc3+"", ""a5+"", ""Kxb5+"", ""Qxc3"", ""a5+"", ""Kxb5"", ""Qxc3""]",7,medium,326
841,intermediate-0841,intermediate,"Jeroen Piket - Vladimir Kramnik, Monte Carlo (rapid) 1999","[""Qh6"", ""Qg8"", ""f4"", ""Bxb2"", ""e5"", ""Qg6"", ""Qf8+"", ""Qg8"", ""Qe7"", ""Qd6"", ""Qg6"", ""Qd8+"", ""Qg8"", ""Qxf6+"", ""Qg7"", ""Qxg7#""]",16,low,326
842,intermediate-0842,intermediate,"Vladimir Kramnik - Ljubomir Ljubojevic, Monaco (rapid) 2000","[""Bxf6"", ""Bxf6"", ""Re7+"", ""Kh6"", ""Bxe7"", ""Rxe7+"", ""Kh6"", ""Qd4"", ""Rg8"", ""Qf6""]",10,medium,326
843,intermediate-0843,intermediate,"Peter Leko - Vladimir Kramnik, Budapest (4) 2001","[""Bb4"", ""gxf6"", ""Rde2"", ""Bxd5"", ""Rxd5+"", ""f7"", ""Nxb4"", ""Rxd2"", ""Nxd2"", ""Rxe1+""]",10,medium,326
844,intermediate-0844,intermediate,"Vladimir Kramnik - Darmen Sadvakasov, Astana 2001","[""Nxf7"", ""Bxe5"", ""Nxe5"", ""Nxh7"", ""Bxh7"", ""Qxe5"", ""Qxe5"", ""Rxe5"", ""Rxf7"", ""Qxf5"", ""Rxf5"", ""g6"", ""Bxe5"", ""Bxb2"", ""Rd7""]",15,low,327
845,intermediate-0845,intermediate,"Vladimir Kramnik - Sergey Volkov, Moscow 2005","[""d5"", ""exd5"", ""Rb7"", ""d6"", ""Rcxd5"", ""Qxe3"", ""Rxd8+""]",7,medium,327
846,intermediate-0846,intermediate,"Vladimir Kramnik - Lazaro Bruzon, Turin (ol) 2006","[""Bxf7+"", ""Kxf7"", ""Qa2+"", ""Kf8"", ""Ke7"", ""Nf5+"", ""Kf8"", ""Bd6+"", ""Kf6"", ""Bd8+"", ""Rxd8"", ""Qe6+"", ""Kg5"", ""Nf3+"", ""Kf4"", ""Ne6+""]",16,low,327
847,intermediate-0847,intermediate,"Veselin Topalov - Vladimir Kramnik, Elista (3) 2006","[""Bxf5"", ""e7"", ""Rb8"", ""Rxd1"", ""Rxf5"", ""Rxd6""]",6,medium,327
848,intermediate-0848,intermediate,"Vladimir Kramnik - Magnus Carlsen, Monte Carlo (rapid) 2007","[""Rc6"", ""Qh7"", ""Ke7"", ""Rc6"", ""Rxc6"", ""Nd7"", ""Qh4+"", ""Qxg8"", ""Rc8"", ""Qh8+"", ""Raa6"", ""Ke7"", ""Nxa6"", ""Rxe6+"", ""Rac6"", ""Rxc6"", ""Rxc6"", ""Qxb5"", ""Rxc5+"", ""Rxc6"", ""Nd3"", ""Rxc8+"", ""Qxc8"", ""Rxa7"", ""bxc6"", ""Qxc6"", ""Qh8"", ""Qh7+"", ""Rxh8"", ""gxh8=Q+""]",30,low,327
849,intermediate-0849,intermediate,"Boris Gelfand - Vladimir Kramnik, Moscow 2008","[""Nce3"", ""Qf8""]",2,medium,327
850,intermediate-0850,intermediate,"Vladimir Kramnik - Peter Svidler, Moscow (blitz) 2008","[""Nf2"", ""dxe4"", ""dxe4"", ""Qxc4+"", ""Be3"", ""Nd3""]",6,medium,327
851,intermediate-0851,intermediate,"Vladimir Kramnik - Viswanathan Anand, Bonn (5) 2008","[""Nxd4"", ""Nd2"", ""Bxd7"", ""Qxd4"", ""Rd1"", ""Nf6"", ""Rxd4"", ""Nxg4"", ""Rd7+"", ""Kf6"", ""Rxb7"", ""Rc1+"", ""Bf1"", ""Ne3"", ""fxe3"", ""fxe3""]",16,low,328
852,intermediate-0852,intermediate,"Arkadij Naiditsch - Vladimir Kramnik, Dortmund 2009","[""Bxg2"", ""Qg4"", ""Ng3"", ""Ng3"", ""Kxg2"", ""Qh3+""]",6,medium,328
853,intermediate-0853,intermediate,"Alexander Morozevich - Vladimir Kramnik, Moscow 2009","[""Nxf2"", ""Kxf2"", ""Qc2+"", ""Kg1"", ""Kf1"", ""Qd3+"", ""Kf2"", ""Qe3+"", ""Qd1+"", ""Kf2"", ""Kg2"", ""Qe2+"", ""Kg1"", ""Qxf3""]",14,low,328
854,intermediate-0854,intermediate,"Viswanathan Anand - Vladimir Kramnik, Zurich 2013","[""Rxa6"", ""Rxa6"", ""Qxd3"", ""Qxb2"", ""Qa8"", ""Qxe2+""]",6,medium,328
