puzzleId,type,puzzleMoveCount,woodpeckerMoveCount,puzzleMoves,woodpeckerMoves
intermediate-0742,mismatch,2,34,Nxh7 Nf5,Nxh7 Nf5 exf5 gxf5 gxf5 f6 Bxd5+ Bxf5 f6 Be6+ exf6 Qe1+ Kg2 Qf1+ Nxe6 exf6 Qd7 Nxe6+ f7+ Bxd5 exd5 Nf5 gxf5 gxf5 Nd6 f6 Nf5 Nxh7 hxg6 fxg6 dxe4 Qxh7+ Kf8 Qh8#
intermediate-0743,mismatch,5,9,Bc8 Bf5+ Kf4 h4 Ng4+,Bc8 Bf5+ Kf4 h4 Ng4+ Be6 Nf3 Kf4 h4
intermediate-0744,mismatch,1,27,e5,e5 Ne6 fxe6 Nxf6+ exf6 Qxh7+ Kf8 Qh8+ b3 Ke7 Rh7+ Kd8 Nxf6+ exf6 Nh5 Qxh7+ Kf8 Qg5+ Bxd5 dxe5 Nxf6+ exf6 Nh5 gxh5 Rg1+ Kh8 Qg7#
intermediate-0745,mismatch,8,15,Nxh7 Re8 Kxh7 Qh6+ Kg8 Qxg6+ Kh8 Qh5+,Nxh7 Re8 Kxh7 Qh6+ Kg8 Qxg6+ Kh8 Qh5+ Qh6+ Bxf7 Rxf7 Qxf7 Qe8 Kg8 Be4
intermediate-0746,match,4,4,Nf3+ Rxf3 Kh1 Rh4+,Nf3+ Rxf3 Kh1 Rh4+
intermediate-0747,mismatch,1,11,Bxf6,Bxf6 e5 Nxe5 Bxf6+ fxg6 hxg6 Bxf6+ exf6 Ngxf6+ Bxf6 Nxf6+
intermediate-0748,mismatch,1,8,Nh6,Nh6 Rg7 Rd7 Rb8 Bxd7 Qxf7+ Rxf7 Rxf7#
intermediate-0749,mismatch,1,18,e8,e8=Q+ Qe4 Qf1+ Rbxe8 Rhxe8 g6+ Kf8 Qf4+ Qf3+ Qf2+ Kg8 Qf7+ Kh8 Rxe8+ Rxe8 Qxe8+ Bf8 Qxf8#
intermediate-0750,mismatch,1,6,f5,f5 Bh5 Bd3 Rxh7 exf5 Bxf5+
intermediate-0751,mismatch,1,4,d5,d5 cxd5 exd5 Qf5+
intermediate-0752,mismatch,1,4,Na5,Na5 Nd4 Nxe7+ Qxe7
intermediate-0753,mismatch,4,7,d5 Bxd5 Qf6 Rh5,d5 Bxd5 Qf6 Rh5 Qc8 h5 Qd4+
intermediate-0754,mismatch,1,10,Rxf7,Rxf7 Qa4 Qc4 Kxf7 Qxg6+ Kf8 Ke7 Qg7+ Ke8 Bg6#
intermediate-0755,mismatch,1,13,Bd5+,Bd5+ Rxd5 Kh8 Nf7+ Kg8 Nd8+ Ne5+ Rxd5 Qf7+ Kh8 Qe8+ Bf8 Qxf8#
intermediate-0756,mismatch,1,4,Rxf4,Rxf4 g5 Bxe4 gxf4
intermediate-0757,mismatch,1,12,Qxh2+,Qxh2+ Nxg3 hxg3 Qxg3 Rxf5+ Kxh2 Nxg3 Bxg3+ Kg1+ Qb5 Qa6 Ne2+
intermediate-0758,match,5,5,Qxd7 Rxd7 Re8+ Kh7 Be4+,Qxd7 Rxd7 Re8+ Kh7 Be4+
intermediate-0759,mismatch,1,9,Rxg6,Rxg6 Qe5 Rg8+ Qxe5 Nxe5 Rxa6 d2 Ke7 d6+
intermediate-0760,mismatch,8,12,Nh6 c7 Rc8 Nd4 Rxc7 Rxc7 Nxc7 Nb3,Nh6 c7 Rc8 Nd4 Rxc7 Rxc7 Nxc7 Nb3 Bxf2+ Nd6 Kg7 Nxf7+
intermediate-0761,mismatch,1,9,Nxf7,Nxf7 g4 Qe7 Nxf7 Qd4 Kxf7 Rc7+ Kf8 Rxb7+
intermediate-0762,mismatch,7,9,Bxf3 h4 Rc8 hxg3+ Kxg3 Nxf3 Qf1,Bxf3 h4 Rc8 hxg3+ Kxg3 Nxf3 Qf1 Qxa7 Qxb2+
intermediate-0763,mismatch,1,8,Bb5,Bb5 Qf3 Rf5 Bxd3 Rxg5 h2+ Kh1 f5
intermediate-0764,mismatch,1,6,f5,f5 Bf3 e5 dxe5 hxg6 exf4
intermediate-0765,mismatch,2,6,Re1+ Nxe1,Re1+ Nxe1 Rf1 Rxf1+ Kxf1 Qxh2
intermediate-0766,mismatch,1,4,h5,h5 Ne7 gxh5 Be4+
intermediate-0767,mismatch,1,10,Rh8+,Rh8+ Kxh8 Qh1+ Kg8 Bxf6 Qxg3+ Qxf6 Qh7+ Kf8 Qh8#
intermediate-0768,match,10,10,Re8 Nxf7 Qb7 Nd8+ Qd5 Qxd6 Rxe8 Qxf7+ Kh8 Rxe8+,Re8 Nxf7 Qb7 Nd8+ Qd5 Qxd6 Rxe8 Qxf7+ Kh8 Rxe8+
intermediate-0769,mismatch,1,20,d5,d5 Nfxd5 Nbxd5 Nxd5 Bxd5 Nxd5 Bxd5 Bxd5 Nxd5 Bxe7 Qxe7 Rxd5+ Nxd5 Bxe7 Bxd5 Nxd5 Bxe7 Nxc3 Bxg5 Nxb4+
intermediate-0770,mismatch,3,21,Rdxe7 Rexe7 Bxe7,Rdxe7 Rexe7 Bxe7 Ne4 Rxd7 Nf6+ Kf7 Nxd7 Kxe6 Ra7 Rxe7 Bxe7 Rxg6+ Kf8 Bg7+ Kg8 Bh6+ Kh8 Nf7+ Kh7 Rg7#
intermediate-0771,mismatch,1,18,Ne4,Ne4 Bxc5 Re8+ Rxe8 Qxe8+ Qg8 Kg7 Qe5+ Kh6 Qxc5+ Qe5+ Qg7 Qe8+ Nb1 h3 h4 Re1 Ng5
intermediate-0772,mismatch,5,8,Rxh6 Qxe7 Bxh1 Qxh6 Qe3,Rxh6 Qxe7 Bxh1 Qxh6 Qe3 Qxe7 Qf6 Qxe4+
intermediate-0773,mismatch,1,16,Nd3,Nd3 f4 g4 Rxd3 f4 g4 Qxd3 gxh5 Re2 Qh4 Rxg2+ h6 Kxg2 Qxf3+ Kh2 Qg2#
intermediate-0774,mismatch,1,7,Nc4,Nc4 Rb8 Qc7 Qxb7 Nd6+ Qxb7 Nd6+
intermediate-0775,mismatch,2,8,Bxg7+ Nf5,Bxg7+ Nf5 Kxg7 Nf5+ exf5 Rxe7 Nxe7 Qe2
intermediate-0776,mismatch,2,16,Qb1+ exf6,Qb1+ exf6 Nxf3+ Kg2 Nh4+ Rxg7+ Kxg7 Bxh6+ Kxh6 Nf5 f5 Rxg7+ Kxg7 Bxh6+ Kxh6 Qxd1+
intermediate-0777,mismatch,5,13,Bxh7+ Qh5 f5 Kxh7 Qh5+,Bxh7+ Qh5 f5 Kxh7 Qh5+ Kg8 Bxg7 Kxg7 f5 Qg6+ Rg3+ Kf6 Qg5#
intermediate-0778,mismatch,1,10,Bc5,Bc5 Rh8+ Kf7 Bd4 Re1+ Ka2 Qxc2 Re7 Bxc5 Qxg7#
intermediate-0779,match,4,4,Nxg3+ Kg2 fxg3 Rxe3,Nxg3+ Kg2 fxg3 Rxe3
intermediate-0780,mismatch,5,7,Nxg3 Qb6 Rxb4 fxg3 e3,Nxg3 Qb6 Rxb4 fxg3 e3 Qxg3 Rxb5
intermediate-0781,mismatch,1,8,Nxf5,Nxf5 Rxg7+ Kxg7 Nxf5+ Rxf5 Rxg7+ Kxg7 Qg4+
intermediate-0782,match,4,4,Bh7+ Kxh7 Kf8 Qh8#,Bh7+ Kxh7 Kf8 Qh8#
intermediate-0783,mismatch,5,5,Rxe6 Qh6 Qf8 fxe6 Qh6,Rxe6 Qh6 Qf8 fxe6 Qh6+
intermediate-0784,mismatch,4,22,Nxg7 Qh4 g6 Ne7+,Nxg7 Qh4 g6 Ne7+ Bh6 Re1+ Bf1 Ba6 Nh6+ Kh8 Qf5 g6 Nxf7+ Kg7 Qd7 Bc8 Bxg7 Bc8 Ne6+ Kh8 Qf5 Bh6
intermediate-0785,mismatch,4,6,Bxe5 Re7+ Kxd5 Qxe2,Bxe5 Re7+ Kxd5 Qxe2 Qb1+ Kg2+
intermediate-0786,mismatch,8,8,Nf6+ gxf6 exf6 Kh8 Ne7 Qg5+ Ng6 Qh6,Nf6+ gxf6 exf6 Kh8 Ne7 Qg5+ Ng6 Qh6+
intermediate-0787,mismatch,6,17,Qb4 Rxb2 Kxb2 e5 Qxe5 Ba3+,Qb4 Rxb2 Kxb2 e5 Qxe5 Ba3+ Kb1 Qxc3 Rxd5+ Rb4 b3 b2 R1d3 Rxb4 Bxe3+ Kb1 Rxb4
intermediate-0788,match,4,4,Bh3 Qg1 Qxh3 Qxe1+,Bh3 Qg1 Qxh3 Qxe1+
intermediate-0789,match,6,6,Rf3 Qc1 gxf3 gxf3+ Kh1 Qg2#,Rf3 Qc1 gxf3 gxf3+ Kh1 Qg2#
intermediate-0790,mismatch,1,13,Bd4,Bd4 Qxe3 Nxe3 Bd4 Rxd2 Bxe3+ Kh2 Bxd2 gxf3 Rg3 Qxg5 Qxd4+ Rxd4
intermediate-0791,match,4,4,e4 Qxe4 Rxe4 Qxc3,e4 Qxe4 Rxe4 Qxc3
intermediate-0792,mismatch,4,4,f6 gxf6 Bxe3 Qxe3,f6 gxf6 Bxe3 Qxe3+
intermediate-0793,mismatch,1,8,Re8,Re8 Kf1 Re5 Qc6 Bf3+ Qh2+ Rxe8 Qxh6+
intermediate-0794,mismatch,3,10,Rxb4+ Ka3 Kc1,Rxb4+ Ka3 Kc1 Rxc2 Rxc2 Rb3+ Ka2 Re3+ Kb2 Rxe1
intermediate-0795,mismatch,2,12,Nh5 Rg8,Nh5 Rg8 R6a7 Nh5 Qxg8 Nf6+ Kf7 Nxg8 Kxg8 Qc7 Qxh5 Qe7#
intermediate-0796,match,1,1,Bd8,Bd8
intermediate-0797,mismatch,5,4,Bxd5 Bd7 a Qxd5 Qf4,Bxd5 Bd7 Qxd5 Qf4+
intermediate-0798,mismatch,7,7,c4 Bc6 Rxd7 Bxd7 Nxf6+ Kg7 Nxd7,c4 Bc6 Rxd7 Bxd7 Nxf6+ Kg7 Nxd7+
intermediate-0799,mismatch,1,21,d5,d5 Rxf5+ Bxf5 Nf7+ Kf4 Nxd8 Ke4 Nxc6 Ne6 Nc8 Nxd4 Nd6+ Kd5 Nxd4 Kxd4 Nxf5+ Kxc5 cxd5 Nb7 Re8 c6
intermediate-0800,mismatch,6,8,Nf4 Bd7 Bf7 Rxg8 Rxg8 Rh1,Nf4 Bd7 Bf7 Rxg8 Rxg8 Rh1+ Rxg5 Rxe6+
intermediate-0801,mismatch,1,9,f5,f5 Bxe5 Qb7 Qxa7 exf5 Rd6 fxe6 Rxe6 Qxa7
intermediate-0802,mismatch,6,6,Rxd5 exd5 Qxf4 Nxf4 Rxd5 Nxd5,Rxd5 exd5 Qxf4 Nxf4 Rxd5 Nxd5+
intermediate-0803,mismatch,2,15,Kxd5 g4+,Kxd5 g4+ Ke5 b6 d2 b7 d1=Q b8=Q+ Ke4 d2 g4+ Kxg4 Rc4+ Kf5 Rd4+
intermediate-0804,match,8,8,Rxe3+ Qxe3 Kxe3 Re8+ Kf4 g5+ Kf5 Qxf3#,Rxe3+ Qxe3 Kxe3 Re8+ Kf4 g5+ Kf5 Qxf3#
intermediate-0805,mismatch,1,6,Rxe6+,Rxe6+ Kxe6 Qxe6 Qg7+ Qf7 Qxf7#
intermediate-0806,mismatch,2,4,Rxd5 Qe8,Rxd5 Qe8 Qxd5 Ne7+
intermediate-0807,mismatch,1,7,Bf5,Bf5 Rxd4 Qxc2# Bxf5 Qc7 Rxd1+ Kxd1+
intermediate-0808,mismatch,1,5,Nhxf6,Nhxf6 Nxf6 Nxd6+ Kf8 Nxb7+
intermediate-0809,mismatch,4,12,b4 Bxd5 Bxb5 axb5,b4 Bxd5 Bxb5 axb5 Bxb5 bxc5 Bxa4 Be2 Re1 Rd2 bxc5 Rxe2
intermediate-0810,mismatch,1,6,Nxf6,Nxf6 Nxf5 Rxf6 Rxh7+ Kxh7 Qh4#
intermediate-0811,mismatch,1,12,Rg4,Rg4 b4 Rg8 Qxf7 Bc5 Rg8 Rfg3 Rxg4 Bc5 Qxh7+ Kxh7 Rh4#
intermediate-0812,mismatch,1,8,Nxe6,Nxe6 Qxe6 Re1 Qxe1+ Qf7 Re7 Qg6 Qd5+
intermediate-0813,mismatch,4,11,b4 Ba7 Rxd6 Qxd6,b4 Ba7 Rxd6 Qxd6 Rad8 Rfd1 Qxf6+ Rg7 Bxg7+ Nxg7 Qxd6+
intermediate-0814,mismatch,1,5,Qf3,Qf3 Qxd3 Rxf2 Bxf2 Qxd3
intermediate-0815,mismatch,1,10,Ne7+,Ne7+ Kf7 Kh5 Ne4 h3 Nc6 Ne4 Rc8 Rxd7+ Ke8
intermediate-0816,mismatch,4,22,Rxg6+ Rgh3 Bg7 fxg7,Rxg6+ Rgh3 Bg7 fxg7 Rxc4 Bf8 Rch4 Bg7 Rxe5 fxg6 Rxh8+ f7+ Kxf7 Bxh8 Rxh8 Rxh8 Rxc3 Kf7 Kxh8 f7+ Rxe5 f8=Q+
intermediate-0817,mismatch,4,13,Nh6+ gxh6 Kh8 Qxf7,Nh6+ gxh6 Kh8 Qxf7 Nxf7+ Kg8 Nh6+ gxh6 gxh6 Bd6 Qg8+ Rxg8 Nf7#
intermediate-0818,mismatch,4,18,Nh5 Rxd3 Nxd3 Nh5,Nh5 Rxd3 Nxd3 Nh5 Bxd4 Qxd4 gxh5 Qxd3 Rxe7 Bxd4 gxh5 Rxd3 Nb3 Qg5+ Nxd3 Qg5+ Kh8 Bf6#
intermediate-0819,mismatch,12,12,Nxg2 Bxh3 gxh3 Qg5+ Qg4 Kxg2 Bxh3+ Kg3 Kg1 Qg5+ Kh2 Qg2#,Nxg2 Bxh3 gxh3 Qg5+ Qg4+ Kxg2 Bxh3+ Kg3 Kg1 Qg5+ Kh2 Qg2#
intermediate-0820,mismatch,1,22,Qb7,Qb7 c6 Qxb2 Qxb2 Rd8+ Nxd8 Qxb2 Rxb2 Rd8+ Nxd8 Kh7 Rxa8+ c7+ Rb1+ Nf1 Rd1 c8=Q Bb7 Qc2 Rd5 Nxg6 Nxd4
intermediate-0821,mismatch,1,3,Nh5,Nh5 gxh5 Qh6
intermediate-0822,mismatch,3,10,Bxd7 Nxe5 Qxe5,Bxd7 Nxe5 Qxe5 d6 cxd6 Nxd7 Rxd7 Nxe5 Qxe5 Qxd7+
intermediate-0823,mismatch,1,5,Bh3,Bh3 f3 Qc2 gxh3 Nf3+
intermediate-0824,match,3,3,Nf5+ Kg6 Rxg7+,Nf5+ Kg6 Rxg7+
intermediate-0825,match,1,1,Ne4,Ne4
intermediate-0826,mismatch,1,8,c6,c6 e7 Qa7 Nxc6 Qxc6 Qxc6 Bxd5 exd5+
intermediate-0827,match,4,4,c6 bxc6 Bxb4 cxd7,c6 bxc6 Bxb4 cxd7
intermediate-0828,mismatch,4,3,Ba2 O-O Rxa2 Rxb1+,Ba2 Rxa2 Rxb1+
intermediate-0829,mismatch,2,4,Nxd6 Qf4+,Nxd6 Qf4+ Nxd6 Qxg7#
intermediate-0830,mismatch,3,7,Rxd2 Rxd2 Nh6+,Rxd2 Rxd2 Nh6+ Kh8 Rf7 Rd7 Bg7#
intermediate-0831,mismatch,4,7,Bxf2+ Kg2 Kh1 Qf1#,Bxf2+ Kg2 Kh1 Qf1# Rxf2 Qxe4 Be3+
intermediate-0832,mismatch,1,8,f5,f5 exf5 Rg1 Nf4 Rg8 Bxg6+ Rxg6 Re7+
intermediate-0833,mismatch,3,17,Rxg2+ axb6 Nb5,Rxg2+ axb6 Nb5 Qg4 Qxg4 Rxg4 Nf3+ Kf1 Rxg2 Qxf3 Rxf3 Rxd4 Kxg2 Qg7+ Kh2 Kh1 Rh3#
intermediate-0834,mismatch,12,12,Rxc5 Nc7 Qxc7 Rxc5 Qxc5 Qxf7+ Kh6 Qxc5 Qf6+ Kg8 Kh6 Re4,Rxc5 Nc7 Qxc7 Rxc5 Qxc5 Qxf7+ Kh6 Qxc5 Qf6+ Kg8 Kh6 Re4+
intermediate-0835,mismatch,1,10,Nxd5,Nxd5 Rxf3 Kxf3 Nxd5+ Ke2 Qxe6 exd5 Rf2 exd5 Qxf3+
intermediate-0836,mismatch,5,9,Neg4+ Nfg4+ Kg1 Nxe3 fxe3,Neg4+ Nfg4+ Kg1 Nxe3 fxe3 hxg4 Kg1 Nxe3 fxe3
intermediate-0837,mismatch,1,17,e4,e4 g4 hxg4 hxg4 Bxd5 Rxd5 Nh4 Ng7 Bxc5 exf5+ bxc5 Ng7 Nf6+ Nxe7+ Bxe7 Qxe7 Bxd6+
intermediate-0838,mismatch,1,9,f2,f2 Qxg5 Bf2 Bxf2 Qxf2 Rxh1 Qf3+ Kc2 Qxh1
intermediate-0839,mismatch,1,24,Nxc6,Nxc6 Ne6 Nxe6 Nf5 Nxf5 Qxg7+ Kxg7 Nf5+ Kg8 Nxh6# Kg6 Nxe7+ Kf7 Nxd6+ Ke6 Qxg4 Rf7 Nxe7+ Kf7 hxg4 Kxe7 Nd3 Nf5 Bxg7
intermediate-0840,mismatch,1,7,Bc3+,Bc3+ a5+ Kxb5+ Qxc3 a5+ Kxb5 Qxc3
intermediate-0841,mismatch,5,16,Qh6 Qg8 f4 Bxb2 e5,Qh6 Qg8 f4 Bxb2 e5 Qg6 Qf8+ Qg8 Qe7 Qd6 Qg6 Qd8+ Qg8 Qxf6+ Qg7 Qxg7#
intermediate-0842,mismatch,3,10,Bxf6 Bxf6 Re7+,Bxf6 Bxf6 Re7+ Kh6 Bxe7 Rxe7+ Kh6 Qd4 Rg8 Qf6
intermediate-0843,mismatch,1,10,Bb4,Bb4 gxf6 Rde2 Bxd5 Rxd5+ f7 Nxb4 Rxd2 Nxd2 Rxe1+
intermediate-0844,mismatch,8,15,Nxf7 Bxe5 Nxe5 Nxh7 Bxh7 Qxe5 Qxe5 Rxe5,Nxf7 Bxe5 Nxe5 Nxh7 Bxh7 Qxe5 Qxe5 Rxe5 Rxf7 Qxf5 Rxf5 g6 Bxe5 Bxb2 Rd7
intermediate-0845,mismatch,1,7,d5,d5 exd5 Rb7 d6 Rcxd5 Qxe3 Rxd8+
intermediate-0846,mismatch,9,16,Bxf7+ Kxf7 Qa2+ Kf8 Ke7 Nf5+ Kf8 Bd6+ Kf6,Bxf7+ Kxf7 Qa2+ Kf8 Ke7 Nf5+ Kf8 Bd6+ Kf6 Bd8+ Rxd8 Qe6+ Kg5 Nf3+ Kf4 Ne6+
intermediate-0847,match,6,6,Bxf5 e7 Rb8 Rxd1 Rxf5 Rxd6,Bxf5 e7 Rb8 Rxd1 Rxf5 Rxd6
intermediate-0848,mismatch,1,30,Rc6,Rc6 Qh7 Ke7 Rc6 Rxc6 Nd7 Qh4+ Qxg8 Rc8 Qh8+ Raa6 Ke7 Nxa6 Rxe6+ Rac6 Rxc6 Rxc6 Qxb5 Rxc5+ Rxc6 Nd3 Rxc8+ Qxc8 Rxa7 bxc6 Qxc6 Qh8 Qh7+ Rxh8 gxh8=Q+
intermediate-0849,mismatch,1,2,Nce3,Nce3 Qf8
intermediate-0850,mismatch,1,6,Nf2,Nf2 dxe4 dxe4 Qxc4+ Be3 Nd3
intermediate-0851,mismatch,1,16,Nxd4,Nxd4 Nd2 Bxd7 Qxd4 Rd1 Nf6 Rxd4 Nxg4 Rd7+ Kf6 Rxb7 Rc1+ Bf1 Ne3 fxe3 fxe3
intermediate-0852,match,6,6,Bxg2 Qg4 Ng3 Ng3 Kxg2 Qh3+,Bxg2 Qg4 Ng3 Ng3 Kxg2 Qh3+
intermediate-0853,mismatch,8,14,Nxf2 Kxf2 Qc2+ Kg1 Kf1 Qd3+ Kf2 Qe3+,Nxf2 Kxf2 Qc2+ Kg1 Kf1 Qd3+ Kf2 Qe3+ Qd1+ Kf2 Kg2 Qe2+ Kg1 Qxf3
intermediate-0854,mismatch,3,6,Rxa6 Rxa6 Qxd3,Rxa6 Rxa6 Qxd3 Qxb2 Qa8 Qxe2+
intermediate-0855,mismatch,1,3,Nd5,Nd5 exd5 Bxf6+
intermediate-0856,mismatch,1,13,Bh6,Bh6 Rb8+ Be8 Qg6+ Rb8+ Kg7 Bh6+ Kxh6 Rh8+ Kg5 Nc7 f5 Qa1
intermediate-0857,mismatch,1,20,Rg1,Rg1 Bxf8 exf1=Q+ Rxf1 Rxg2 Qxg2 Bxg2+ Kxg2 Rxf8 Bg5 exf1=Q+ Rxf1 Rxg2 Qxg2 Bxg2+ Kxg2 Bh6 Bxh6 exd1=Q Qxd1
intermediate-0858,mismatch,1,21,Ne6,Ne6 e6 Bxe4 Qxf7+ exf7+ Kh7 Bxe4 Bxd4 Bxg6+ Kh8 Bb2 e5 Kh8 Rg4 Qxa2 Bb2+ Bxe6 Bxe4 Qxf7+ Kh7 Qxg7#
intermediate-0859,mismatch,3,5,Nxh3 gxh3 Rxf3,Nxh3 gxh3 Rxf3 Qxf3 e4
intermediate-0860,mismatch,6,7,Rxg7+ Kxg7 Bd4+ f6 Ne5 Qe3,Rxg7+ Kxg7 Bd4+ f6 Ne5 Qe3+ Qe3
intermediate-0861,match,6,6,Bg5 Rxa1 Qe8 Rxa8 Qxa8 Be7,Bg5 Rxa1 Qe8 Rxa8 Qxa8 Be7
intermediate-0862,mismatch,12,31,e5 Nf3 Qb2+ Qc4 Ne1+ Kf2 hxg3+ Kxe1 Qa1+ Ke2 g2 Qc7,e5 Nf3 Qb2+ Qc4 Ne1+ Kf2 hxg3+ Kxe1 Qa1+ Ke2 g2 Qc7 g1=Q Bxg1 Qxg1 dxe5 Qf5 Qxf5 gxf5 exd6+ Qe7 Ne4+ Nf3 Bh6 e6+ e6+ Ne4 Qf5 Ng5+ Kh6 Qg8
intermediate-0863,mismatch,2,13,Nbxd3 Bxd3,Nbxd3 Bxd3 Rf1 Qxe4 Rb3 Qc2 Rxd3 Nxd3 Qxb3 Nxe1 Qd1 b4 Qa4
intermediate-0864,match,3,3,Rxc2 Kxc2 Qxa2,Rxc2 Kxc2 Qxa2
intermediate-0865,mismatch,1,2,Nf6+,Nf6+ Rd1
intermediate-0866,mismatch,4,31,d3 Ne8 Rc8 d3,d3 Ne8 Rc8 d3 Ne8 Rc8+ Rd2 Rbb1 Kf7 Ne8 Rxb8 dxc2 Rxe8+ Kf7 Rc8 Rxc1+ Kf2 a5 Ke3 Re1+ Kd2 Rg1 Rxc8 Rxc8+ Kf7 Kf2 R2c7+ Kg6 Kf2 Rxb8 d2
intermediate-0867,match,3,3,e5 dxe5 Qe4,e5 dxe5 Qe4
intermediate-0868,mismatch,4,10,Ng4 g3 f4 exf3,Ng4 g3 f4 exf3 Ne6 Nxf3 Nxe3 Rxb3 Qd2 Rxb3
intermediate-0869,mismatch,1,12,g6,g6 Nxh7 Kxh7 g6+ Kg8 Rf3 Rh5 fxg6 hxg6 Qh4+ Rh5 Nxh5+
intermediate-0870,mismatch,5,5,Rxf6 Rxf6 Qe7+ Rf7 Qxh4,Rxf6 Rxf6 Qe7+ Rf7 Qxh4+
intermediate-0871,mismatch,3,8,Rxd8+ Bxg7+ Kh7,Rxd8+ Bxg7+ Kh7 Rxd8 Bxg7+ Kh7 Nxg7 Qh4
intermediate-0872,mismatch,5,7,Nxd5 exd5 Qxd5 Bxb2 Ne5,Nxd5 exd5 Qxd5 Bxb2 Ne5 Qd2 Nc4
intermediate-0873,mismatch,4,19,Bxd4 Bxd4 Bxa2+ Kxa2,Bxd4 Bxd4 Bxa2+ Kxa2 Kc1 Qa5+ b3+ Kb1 Kb3 Nb6 Bxb6 Rc3+ bxc3 Qa3+ Kc4 Qxc3# b3 cxb3 Qxd2
intermediate-0874,mismatch,1,21,Rxd5,Rxd5 Bxf8 Rxd1+ Bxd1 Rxd1 Bxf3 gxf3 Rxf8 Be4 Rde1 Bxd5 Rh5 Bxf8 Kxf8 Qxh7 f6 Bxd5 Qxd5 Qxh5 Bxh5 Be4
intermediate-0875,mismatch,10,12,Nxg3 f4 gxf4 Nxf4 Ref2 Rd3 Qxd3 Nxd3 Rxf8# Ref2,Nxg3 f4 gxf4 Nxf4 Ref2 Rd3 Qxd3 Nxd3 Rxf8# Ref2 Rxg3 f4
intermediate-0876,mismatch,12,12,Rxg6+ Qxe5 Qxc4 Rd7 Bf6 Qe6+ Kh8 Qd6 hxg6 Qxg6+ Kh8 Rxe5,Rxg6+ Qxe5 Qxc4 Rd7 Bf6 Qe6+ Kh8 Qd6 hxg6 Qxg6+ Kh8 Rxe5+
intermediate-0877,match,6,6,Nxe6 g5 fxe6 Bh5+ g6 Bxg6#,Nxe6 g5 fxe6 Bh5+ g6 Bxg6#
intermediate-0878,mismatch,5,7,f4 Re4 Ng6 Qxf4 Re4,f4 Re4 Ng6 Qxf4 Re4 Qf6 Rae1+
intermediate-0879,mismatch,10,12,Re3 fxg3 hxg3 Bxg3 Qxe2 Bh2+ Kxh2 Bf1+ Kg1 Bxe2,Re3 fxg3 hxg3 Bxg3 Qxe2 Bh2+ Kxh2 Bf1+ Kg1 Bxe2 fxe3 Qxf3
intermediate-0880,mismatch,1,5,Bxh7+,Bxh7+ Kxh7 Qb1+ g6 Qxb6
intermediate-0881,mismatch,4,4,g5 Bxd4 Be7 Rxe7,g5 Bxd4 Be7 Rxe7+
intermediate-0882,mismatch,1,17,e5,e5 c6 d4 Ra8 Qxa8 Qxd6 Qa2 Nxd4 Qb1+ Kh2 Qxd3 Rd5 Rd7 Rxd7 Qxd7 Nxd4+ Qxc6+
intermediate-0883,match,10,10,Rxf3 gxf3 Rxf3 Kg1 Rxf3 Qxf3+ Qxf3 Bxf3+ Kg1 Bxd1,Rxf3 gxf3 Rxf3 Kg1 Rxf3 Qxf3+ Qxf3 Bxf3+ Kg1 Bxd1
intermediate-0884,mismatch,1,11,Bxb2,Bxb2 Be6 Rxb2 Bxh3 Qe5 Qd8+ gxh3 Qe5 c3 Bf3 Rh4
intermediate-0885,mismatch,2,9,Qg3 Nxe7+,Qg3 Nxe7+ Bf4 Qxg3 Nxe7+ Kh8 hxg3 Re8 Nxc6+
intermediate-0886,mismatch,5,5,Rxf6 Qh4 g6 gxf6 Bf4,Rxf6 Qh4 g6+ gxf6 Bf4+
intermediate-0887,match,7,7,Nh3+ Rg8 Qf6+ Rg7 Qxd8+ gxh3 Rg8,Nh3+ Rg8 Qf6+ Rg7 Qxd8+ gxh3 Rg8
intermediate-0888,mismatch,1,13,Nce3,Nce3 Nxf2 Bxf8 Nh3+ Kh1 Nf2+ Kg1 Ne1 Kf1 Nd4 Nxg4+ Bxe3 Nxe3
intermediate-0889,mismatch,2,6,Rexd5 Rxd5,Rexd5 Rxd5 Rdc8+ Rxd5 exd5 Qe5+
intermediate-0890,mismatch,1,3,d7,d7 Bxc5 Qc7
intermediate-0891,mismatch,6,12,b4 Bd6 Re8 b4 cxb4 axb4,b4 Bd6 Re8 b4 cxb4 axb4 Nf6 cxb4 Qb3 Nc5 bxa3 Qxd5+
intermediate-0892,mismatch,1,16,Rc7,Rc7 bxc6 Qb1# Bf3 Bxf3 Qxc5 Qxc5 Rxc5 Bxe2 Nxe3 Bd6 Rc6 Bxe5 Rxb6 Rxb6 fxe5
intermediate-0893,match,1,1,Ne5,Ne5
intermediate-0894,mismatch,4,4,Bxe6 Rd8 fxe6 Nf5,Bxe6 Rd8 fxe6 Nf5+
intermediate-0895,mismatch,1,4,Rb5+,Rb5+ Ka6+ cxb5 Rd6+
intermediate-0896,match,1,1,Bf4,Bf4
intermediate-0897,mismatch,2,10,Rxe6 Bxc5,Rxe6 Bxc5 Qf7 Nxe6 Bd5 Re8 Kf7 Bxg7 Qxg7 Bxe6+
intermediate-0898,mismatch,3,15,Rxd5 exd5 Nf4,Rxd5 exd5 Nf4 Nb2 Ke7 Na4 Rxa6 Nc7 d4 Nd5 Rb8 Nc7+ Rxb6 axb6 a7+
